Unique.ID,GBS,GH.Pos,Tube.No,Pod.Produced,Medic.spp,Range,Site.ID,Origin,Community,changed from MSU shipment name,MSU.Genotype,Generation.Received,WSU.Genotype,Planted,Flowered,flowertime,flowertime140,Lat,Long,Lat.Group,growthstage_13days,growthstage_26days,growthstagedifference,leafcount_13days,leafcount_26days,leafdifference,Seedling.Notes 4.22.16,NonPoly,Status
W0874,no,30,776,Grusak GH,Mlup,Invaded,MAG,"Portage, IN, USA",,,MAG47,F1?,ML-MAG47-F1,4/9/16,5/31/16,52,52,41.592531,-87.173521,,4,7,3,0,4,4,slightly hairy,yes,1
W0875,no,30,774,Grusak GH,Mlup,Invaded,MAG,"Barrier Island, SC, USA",,,MAG34,F1?,ML-MAG34-F1,4/9/16,5/31/16,52,52,32.922302,-79.9449,,4,7,3,0,2,2,slightly hairy,yes,1
W0892,no,30,775,Grusak GH,Mlup,Invaded,MAG,"Potomac, MD, USA",,,MAG48,F1?,ML-MAG48-F1,4/9/16,6/10/16,62,62,39.018348,-77.198699,,4,6,2,0,2,2,slightly hairy,yes,1
W0900,no,30,777,Grusak GH,Mlup,Native,MAG,"Visegrad, Hungary",,,MAG55,F1?,ML-MAG55-F1,4/9/16,6/10/16,62,62,47.765922,18.964593,,4,7,3,0,3,3,slightly hairy,yes,1
W0934,no,30,783,Grusak GH,Mlup,Invaded,MAG,"Chesterton, IN, USA",,,MAG18,F1?,ML-MAG18-F1,4/9/16,6/8/16,60,60,41.597659,-87.071673,,4,7,3,0,4,4,slightly hairy,yes,1
W0938,no,30,780,Grusak GH,Mlup,Invaded,MAG,"Houston, TX, USA",,,MAG09,F1?,ML-MAG09-F1,4/9/16,6/6/16,58,58,29.817178,-95.401292,,4,7,3,0,4,4,slightly hairy,yes,1
W0939,no,30,778,Grusak GH,Mlup,Native,MAG,"Undine, Italy",,,MAG05,F1?,ML-MAG05-F1,4/9/16,5/31/16,52,52,46.056062,13.243997,,4,7,3,0,4,4,slightly hairy,yes,1
W0941,no,30,785,Grusak GH,Mlup,Invaded,MAG,"Madison, AL, USA",,,MAG59,F1?,ML-MAG59-F1,4/9/16,6/6/16,58,58,34.711947,-86.760841,,4,7,3,0,3,3,slightly hairy,yes,1
W0943,no,30,784,Grusak GH,Mlup,Invaded,MAG,"Letchworth St. Park, NY, USA",,,MAG11,F1?,ML-MAG11-F1,4/9/16,6/13/16,65,65,42.642799,-77.979498,,4,7,3,0,3,3,slightly hairy,yes,1
W0951,no,30,779,Grusak GH,Mlup,Invaded,MAG,"Springfield, IL, USA",,,MAG64,F1?,ML-MAG64-F1,4/9/16,6/13/16,65,65,39.763838,-89.670831,,4,7,3,0,4,4,slightly hairy,yes,1
W0923,no,30,575,Field,Mlup,Invaded,MDB,"Baltimore, MD, USA",,,MDB02,F0,ML-MDB02-F0,4/9/16,6/22/16,74,74,39.28333,-76.6167,,0,0,0,0,0,0,,yes,1
W0924,no,30,812,Field,Mlup,Invaded,MDB,"Baltimore, MD, USA",,,MDB11,F0,ML-MDB11-F0,4/9/16,6/20/16,72,72,39.28333,-76.6167,,4,7,3,0,3,3,slightly hairy,yes,1
W0008,yes,1,91,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL13,F1,MP-MEL13-F1,4/9/16,6/6/16,58,58,43.23,-123.356,4,4,8,4,0,5,5,,no,1
W0057,yes,2,286,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL23,F1,MP-MEL23-F1,4/9/16,5/25/16,46,46,43.23,-123.356,4,5,7,2,1,4,3,,no,1
W0093,yes,4,224,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL25,F1,MP-MEL25-F1,4/9/16,5/26/16,47,47,43.23,-123.356,4,4,8,4,0,6,6,2 small and damaged cots,no,1
W0125,no,6,704,Field,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL29,F0,MP-MEL29-F0,4/9/16,6/29/16,81,81,43.23,-123.356,4,3,7,4,0,3,3,hairy,yes,1
W0141,no,7,702,Field,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL27,F0,MP-MEL27-F0,4/9/16,6/17/16,69,69,43.23,-123.356,4,4,8,4,0,5,5,hairy,yes,1
W0159,no,8,706,Field,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL31,F0,MP-MEL31-F0,4/9/16,6/27/16,79,79,43.23,-123.356,4,4,7,3,0,4,4,hairy,yes,1
W0173,no,9,703,Field,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL28,F0,MP-MEL28-F0,4/9/16,NA,NA,140,43.23,-123.356,4,0,0,0,0,0,0,,no,0
W0198,yes,10,106,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL02,F1,MP-MEL02-F1,4/9/16,6/2/16,54,54,43.23,-123.356,4,4,7,3,0,3,3,,no,1
W0241,yes,11,306,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL11,F1,MP-MEL11-F1,4/9/16,6/1/16,53,53,43.23,-123.356,4,4,7,3,0,3,3,,no,1
W0301,no,12,57,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL17,F1,MP-MEL17-F1,4/9/16,6/13/16,65,65,43.23,-123.356,4,3,7,4,0,3,3,,no,1
W0350,yes,14,171,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL16,F1,MP-MEL16-F1,4/9/16,6/6/16,58,58,43.23,-123.356,4,4,8,4,0,6,6,,no,1
W0405,yes,15,266,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL06,F1,MP-MEL06-F1,4/9/16,6/8/16,60,60,43.23,-123.356,4,4,7,3,0,2,2,,no,1
W0429,yes,17,256,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL09,F1,MP-MEL09-F1,4/9/16,6/10/16,62,62,43.23,-123.356,4,4,7,3,0,2,2,,no,1
W0511,yes,19,370,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL24,F1,MP-MEL24-F1,4/9/16,6/10/16,62,62,43.23,-123.356,4,4,7,3,0,3,3,,no,1
W0530,no,21,614,Field,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL22,F0,MP-MEL22-F0,4/9/16,NA,NA,140,43.23,-123.356,4,4,8,4,0,6,6,,no,0
W0584,yes,22,128,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL19,F1,MP-MEL19-F1,4/9/16,5/31/16,52,52,43.23,-123.356,4,4,7,3,0,3,3,,no,1
W0607,no,23,705,Field,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL30,F0,MP-MEL30-F0,4/9/16,6/20/16,72,72,43.23,-123.356,4,4,7,3,0,4,4,all small,no,1
W0652,yes,24,388,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL20,F1,MP-MEL20-F1,4/9/16,6/6/16,58,58,43.23,-123.356,4,5,7,2,1,4,3,,no,1
W0664,yes,25,129,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL10,F1,MP-MEL10-F1,4/9/16,6/2/16,54,54,43.23,-123.356,4,4,7,3,0,3,3,,no,1
W0727,yes,26,273,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL01,F1,MP-MEL01-F1,4/9/16,6/6/16,58,58,43.23,-123.356,4,4,7,3,0,3,3,,no,1
W0761,no,27,701,Field,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL26,F0,MP-MEL26-F0,4/9/16,6/22/16,74,74,43.23,-123.356,4,4,8,4,0,5,5,hairy,yes,1
W0805,yes,28,406,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL22,F1,MP-MEL22-F1,4/9/16,6/8/16,60,60,43.23,-123.356,4,4,7,3,0,3,3,,no,1
W0818,no,29,382,MSU,Mpol,Invaded,MEL,"Roseburg, OR, USA",,,MEL12,F1,MP-MEL12-F1,4/9/16,6/8/16,60,60,43.23,-123.356,4,4,7,3,0,2,2,,no,1
W0031,no,1,821,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-08,F0,MP-MIRc1-08-F0,4/9/16,NA,NA,140,44.33056,12.295502,6,4,7,3,0,3,3,hairy,yes,0
W0043,no,2,829,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-16,F0,MP-MIRc1-16-F0,4/9/16,7/29/16,111,111,44.33056,12.295502,6,4,7,3,0,3,3,hairy,yes,1
W0217,yes,10,815,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-02,F0,MP-MIRc1-02-F0,4/9/16,6/22/16,74,74,44.33056,12.295502,6,4,7,3,0,3,3,,no,1
W0261,yes,11,819,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-06,F0,MP-MIRc1-06-F0,4/9/16,6/29/16,81,81,44.33056,12.295502,6,4,7,3,0,4,4,,no,1
W0297,no,12,823,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-10,F0,MP-MIRc1-10-F0,4/9/16,NA,NA,140,44.33056,12.295502,6,4,7,3,0,2,2,hairy,yes,0
W0364,yes,14,822,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-09,F0,MP-MIRc1-09-F0,4/9/16,6/20/16,72,72,44.33056,12.295502,6,4,8,4,0,5,5,,no,1
W0398,yes,15,816,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-03,F0,MP-MIRc1-03-F0,4/9/16,8/17/16,130,130,44.33056,12.295502,6,4,7,3,0,4,4,,no,1
W0456,yes,17,817,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-04,F0,MP-MIRc1-04-F0,4/9/16,NA,NA,140,44.33056,12.295502,6,4,7,3,0,3,3,1 small,no,0
W0544,yes,21,828,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-15,F0,MP-MIRc1-15-F0,4/9/16,6/13/16,65,65,44.33056,12.295502,6,4,7,3,0,4,4,,no,1
W0586,no,22,825,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-12,F0,MP-MIRc1-12-F0,4/9/16,7/13/16,95,95,44.33056,12.295502,6,4,7,3,0,3,3,hairy,yes,1
W0631,no,24,826,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-13,F0,MP-MIRc1-13-F0,4/9/16,8/15/16,128,128,44.33056,12.295502,6,4,6,2,0,2,2,"hairy, 1 small",yes,1
W0665,no,25,818,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-05,F0,MP-MIRc1-05-F0,4/9/16,7/25/16,107,107,44.33056,12.295502,6,,7,7,,2,2,hairy,yes,1
W0720,no,26,814,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-01,F0,MP-MIRc1-01-F0,4/9/16,NA,NA,140,44.33056,12.295502,6,4,7,3,0,2,2,hairy,yes,0
W0782,yes,28,827,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-14,F0,MP-MIRc1-14-F0,4/9/16,6/17/16,69,69,44.33056,12.295502,6,5,7,2,1,3,2,1 dying,no,1
W0810,no,29,820,Field,Mpol,Native,MIR,"Mirabilandia, Italy",c1,,MIRc1-07,F0,MP-MIRc1-07-F0,4/9/16,8/1/16,114,114,44.33056,12.295502,6,4,6,2,0,2,2,hairy; 1 small/missing one cot/missing uni,yes,1
W0915,no,30,813,Field,Mlup,Native,MIR,"Mirabilandia, Italy",,,ML-MIR02,F0,ML-MIR02-F0,4/9/16,6/6/16,58,58,44.33056,12.295502,,4,7,3,0,2,2,slightly hairy,yes,1
W0897,no,30,522,USDA,Mlup,Invaded,ML-PI202038,Argentina,,,PI202038,,ML-PI202038,4/9/16,6/20/16,72,72,-45.633333,-69.133333,,4,7,3,0,3,3,slightly hairy,yes,1
W0858,no,30,544,USDA,Mlup,Invaded,ML-PI215242,"NE, USA",,,PI215242,,ML-PI215242,4/9/16,6/6/16,58,58,40.766667,-98.816667,,4,7,3,0,2,2,slightly hairy,yes,1
W0890,no,30,523,USDA,Mlup,Invaded,ML-PI215245,"NE, USA",,,PI215245,,ML-PI215245,4/9/16,5/31/16,52,52,42.77,-103.4,,4,7,3,0,4,4,slightly hairy,yes,1
W0940,no,30,530,USDA,Mlup,Native,ML-PI221939,Afghanistan,,,PI221939,,ML-PI221939,4/9/16,6/1/16,53,53,34.833333,67.833333,,4,7,3,0,2,2,slightly hairy,yes,1
W0867,no,30,526,USDA,Mlup,Native,ML-PI235103,Sweden,,,PI235103,,ML-PI235103,4/9/16,6/15/16,67,67,59.916667,17.633333,,4,7,3,0,4,4,slightly hairy,yes,1
W0921,no,30,519,USDA,Mlup,Native,ML-PI314538,Russian Federation,,,PI314538,,ML-PI314538,4/9/16,7/7/16,89,89,44.983333,41.116667,,4,7,3,0,2,2,slightly hairy,yes,1
W0907,no,30,524,USDA,Mlup,Native,ML-PI314539,Russian Federation,,,PI314539,,ML-PI314539,4/9/16,6/20/16,72,72,44.373056,41.2925,,4,7,3,0,2,2,slightly hairy,yes,1
W0925,no,30,529,USDA,Mlup,Native,ML-PI314578,Russian Federation,,,PI314578,,ML-PI314578,4/9/16,6/13/16,65,65,55.853889,37.483056,,4,8,4,0,5,5,slightly hairy,yes,1
W0933,no,30,538,USDA,Mlup,Native,ML-PI319026,Spain,,,PI319026,,ML-PI319026,4/9/16,6/6/16,58,58,38.466667,-2.233333,,4,7,3,0,3,3,slightly hairy,yes,1
W0854,no,30,536,USDA,Mlup,Native,ML-PI380902,Iran,,,PI380902,,ML-PI380902,4/9/16,6/6/16,58,58,26.816667,62.583333,,4,7,3,0,4,4,slightly hairy,yes,1
W0893,no,30,532,USDA,Mlup,Invaded,ML-PI452459,Canada,,,PI452459,,ML-PI452459,4/9/16,6/15/16,67,67,51,-121,,4,6,2,0,2,2,"slightly hairy, one small",yes,1
W0856,no,30,542,USDA,Mlup,Native,ML-PI502423,Uzbekistan,,,PI502423,,ML-PI502423,4/9/16,7/7/16,89,89,39.22,66.89,,4,6,2,0,1,1,slightly hairy,yes,1
W0861,no,30,546,USDA,Mlup,Native,ML-PI516697,Morocco,,,PI516697,,ML-PI516697,4/9/16,7/29/16,111,111,34.46,-3.47,,4,7,3,0,2,2,slightly hairy,yes,1
W0869,no,30,539,USDA,Mlup,Native,ML-PI516701,Morocco,,,PI516701,,ML-PI516701,4/9/16,8/17/16,130,130,29.783333,-9.333333,,4,7,3,0,2,2,slightly hairy,yes,1
W0952,no,30,531,USDA,Mlup,Native,ML-PI542699,Turkey,,,PI542699,,ML-PI542699,4/9/16,6/1/16,53,53,39.416667,29.983333,,4,7,3,0,4,4,slightly hairy,yes,1
W0913,no,30,525,USDA,Mlup,Native,ML-PI566869,Netherlands,,,PI566869,,ML-PI566869,4/9/16,6/10/16,62,62,51.366667,5.15,,4,7,3,0,4,4,slightly hairy,yes,1
W0931,no,30,540,USDA,Mlup,Native,ML-PI577338,Austria,,,PI577338,,ML-PI577338,4/9/16,7/7/16,89,89,48.233333,15.35,,4,7,3,0,2,2,slightly hairy,yes,1
W0876,no,30,521,USDA,Mlup,Invaded,ML-PI641428,"WA, USA",,,PI641428,,ML-PI641428,4/9/16,7/29/16,111,111,47.275528,-120.850648,,4,6,2,0,1,1,"slightly hairy, one small",yes,1
W0922,no,30,537,USDA,Mlup,Native,ML-PI641533,China,,,PI641533,,ML-PI641533,4/9/16,6/13/16,65,65,25.580278,103.137222,,4,8,4,0,5,5,slightly hairy,yes,1
W0891,no,30,527,USDA,Mlup,Native,ML-PI641607,Kazakhstan,,,PI641607,,ML-PI641607,4/9/16,6/13/16,65,65,49.824444,56.890833,,4,8,4,0,5,5,slightly hairy,yes,1
W0899,no,30,528,USDA,Mlup,Native,ML-PI641664,Armenia,,,PI641664,,ML-PI641664,4/9/16,6/6/16,58,58,40.094444,44.772778,,4,7,3,0,4,4,"slightly hairy, one small",yes,1
W0927,no,30,535,USDA,Mlup,Native,ML-W613101,China,,,W613101,,ML-W613101,4/9/16,5/31/16,52,52,43.766667,89.45,,4,7,3,0,4,4,slightly hairy,yes,1
W0857,no,30,543,USDA,Mlup,Native,ML-W616613,Mongolia,,,W616613,,ML-W616613,4/9/16,6/1/16,53,53,47.241111,109.006389,,4,8,4,0,5,5,slightly hairy,yes,1
W0937,no,30,547,USDA,Mlup,Native,ML-W619328,Bulgaria,,,W619328,,ML-W619328,4/9/16,6/6/16,58,58,41.994444,24.857222,,3,6,3,0,2,2,slightly hairy,yes,1
W0920,no,30,541,USDA,Mlup,Native,ML-W619828,Mongolia,,,W619828,,ML-W619828,4/9/16,5/31/16,52,52,48.159722,91.697222,,4,8,4,0,5,5,slightly hairy,yes,1
W0917,no,30,545,USDA,Mlup,Native,ML-W624380,Turkmenistan,,,W624380,,ML-W624380,4/9/16,6/15/16,67,67,38.425278,56.686944,,4,7,3,0,2,2,slightly hairy,yes,1
W0935,no,30,534,USDA,Mlup,Native,ML-W624969,Tajikistan,,,W624969,,ML-W624969,4/9/16,5/31/16,52,52,37.6825,71.535833,,4,7,3,0,4,4,slightly hairy,yes,1
W0885,no,30,520,USDA,Mlup,Native,ML-W633643,Ukraine,,,W633643,,ML-W633643,4/9/16,6/10/16,62,62,44.454389,34.129611,,4,7,3,0,3,3,slightly hairy,yes,1
W0866,no,30,533,USDA,Mlup,Native,ML-W69554,China,,,W69554,,ML-W69554,4/9/16,7/29/16,111,111,38.383333,77.266667,,4,7,3,0,3,3,slightly hairy,yes,1
W0022,yes,1,368,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR08,F1,MP-MLR08-F1,4/9/16,6/1/16,53,53,38.828,-122.347,3,5,7,2,1,3,2,,no,1
W0044,yes,2,208,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR16,F1,MP-MLR16-F1,4/9/16,6/2/16,54,54,38.828,-122.347,3,4,8,4,0,6,6,,no,1
W0094,no,4,72,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR18,F1,MP-MLR18-F1,4/9/16,6/6/16,58,58,38.828,-122.347,3,4,7,3,0,3,3,,no,1
W0155,yes,7,357,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR20,F1,MP-MLR20-F1,4/9/16,6/1/16,53,53,38.828,-122.347,3,4,8,4,0,6,6,,no,1
W0185,yes,9,304,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR21,F1,MP-MLR21-F1,4/9/16,6/2/16,54,54,38.828,-122.347,3,4,8,4,0,6,6,,no,1
W0195,yes,10,116,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR02,F1,MP-MLR02-F1,4/9/16,6/8/16,60,60,38.828,-122.347,3,4,7,3,0,3,3,,no,1
W0257,yes,11,149,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR06,F1,MP-MLR06-F1,4/9/16,6/6/16,58,58,38.828,-122.347,3,5,7,2,1,3,2,,no,1
W0300,yes,12,373,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR10,F1,MP-MLR10-F1,4/9/16,6/8/16,60,60,38.828,-122.347,3,4,8,4,0,6,6,,no,1
W0363,no,14,218,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR09,F1,MP-MLR09-F1,4/9/16,6/8/16,60,60,38.828,-122.347,3,4,7,3,0,4,4,1 has missing unifoliate,no,1
W0401,no,15,271,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR03,F1,MP-MLR03-F1,4/9/16,6/8/16,60,60,38.828,-122.347,3,5,7,2,1,3,2,,no,1
W0470,yes,17,283,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR04,F1,MP-MLR04-F1,4/9/16,6/6/16,58,58,38.828,-122.347,3,4,7,3,0,3,3,,no,1
W0510,yes,19,157,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR17,F1,MP-MLR17-F1,4/9/16,6/6/16,58,58,38.828,-122.347,3,4,7,3,0,4,4,,no,1
W0546,no,21,168,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR14,F1,MP-MLR14-F1,4/9/16,6/6/16,58,58,38.828,-122.347,3,4,7,3,0,3,3,,no,1
W0594,no,22,119,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR11,F1,MP-MLR11-F1,4/9/16,6/8/16,60,60,38.828,-122.347,3,4,6,2,0,2,2,,no,1
W0634,yes,24,342,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR12,F1,MP-MLR12-F1,4/9/16,5/31/16,52,52,38.828,-122.347,3,5,7,2,1,4,3,,no,1
W0653,yes,25,11,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR05,F1,MP-MLR05-F1,4/9/16,5/26/16,47,47,38.828,-122.347,3,5,8,3,1,6,5,,no,1
W0742,no,26,608,Field,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR01,F0,MP-MLR01-F0,4/9/16,5/31/16,52,52,38.828,-122.347,3,5,7,2,1,3,2,,no,1
W0760,yes,27,63,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR19,F1,MP-MLR19-F1,4/9/16,6/6/16,58,58,38.828,-122.347,3,5,7,2,1,3,2,,no,1
W0790,yes,28,290,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR13,F1,MP-MLR13-F1,4/9/16,6/6/16,58,58,38.828,-122.347,3,5,7,2,1,3,2,,no,1
W0809,yes,29,92,MSU,Mpol,Invaded,MLR,"Napa, CA, USA",,,MLR07,F1,MP-MLR07-F1,4/9/16,6/8/16,60,60,38.828,-122.347,3,5,7,2,1,3,2,,no,1
W0026,no,1,930,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-09,F0,MP-MMGc2-09-F0,4/9/16,NA,NA,140,45.61667,8.15,6,0,0,0,0,0,0,,no,0
W0056,no,2,558,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-16,F0,MP-MMGc2-16-F0,4/9/16,8/12/16,125,125,45.61667,8.15,6,4,6,2,0,2,2,hairy,yes,1
W0096,no,4,928,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-18,F0,MP-MMGc2-18-F0,4/9/16,7/5/16,87,87,45.61667,8.15,6,4,7,3,0,3,3,hairy,yes,1
W0193,no,10,947,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-02,F0,MP-MMGc2-02-F0,4/9/16,7/15/16,97,97,45.61667,8.15,6,4,7,3,0,3,3,hairy,yes,1
W0252,no,11,936,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-07,F0,MP-MMGc2-07-F0,4/9/16,NA,NA,140,45.61667,8.15,6,2,1,-1,0,1,1,,no,0
W0286,no,12,824,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-11,F0,MP-MMGc2-11-F0,4/9/16,7/27/16,109,109,45.61667,8.15,6,4,7,3,0,3,3,hairy,yes,1
W0335,no,14,927,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-10,F0,MP-MMGc2-10-F0,4/9/16,NA,NA,140,45.61667,8.15,6,4,7,3,0,3,3,hairy,yes,0
W0413,no,15,864,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-03,F0,MP-MMGc2-03-F0,4/9/16,8/1/16,114,114,45.61667,8.15,6,4,7,3,0,3,3,"hairy, 1 small, all have some cot damage",yes,1
W0461,no,17,929,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-04,F0,MP-MMGc2-04-F0,4/9/16,NA,NA,140,45.61667,8.15,6,4,7,3,0,4,4,,no,0
W0483,no,19,909,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-17,F0,MP-MMGc2-17-F0,4/9/16,7/5/16,87,87,45.61667,8.15,6,4,7,3,0,2,2,,no,1
W0540,no,21,888,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-15,F0,MP-MMGc2-15-F0,4/9/16,NA,NA,140,45.61667,8.15,6,4,7,3,0,3,3,hairy,yes,0
W0598,no,22,905,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-12,F0,MP-MMGc2-12-F0,4/9/16,7/11/16,93,93,45.61667,8.15,6,4,7,3,0,3,3,hairy,yes,1
W0638,no,24,855,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-13,F0,MP-MMGc2-13-F0,4/9/16,NA,NA,140,45.61667,8.15,6,4,7,3,0,2,2,hairy,yes,0
W0694,no,25,557,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-05,F0,MP-MMGc2-05-F0,4/9/16,7/13/16,95,95,45.61667,8.15,6,5,7,2,1,2,1,"hairy, 1 with missing cot",yes,1
W0713,no,26,584,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-01,F0,MP-MMGc2-01-F0,4/9/16,7/11/16,93,93,45.61667,8.15,6,5,7,2,1,3,2,hairy,yes,1
W0773,no,28,926,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-14,F0,MP-MMGc2-14-F0,4/9/16,7/29/16,111,111,45.61667,8.15,6,4,7,3,0,2,2,hairy,yes,1
W0835,no,29,875,Field,Mpol,Native,MMG,"Montemolina Garden, Italy",c2,,MMGc2-08,F0,MP-MMGc2-08-F0,4/9/16,7/5/16,87,87,45.61667,8.15,6,4,7,3,0,3,3,hairy,yes,1
W0030,no,1,896,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-09,F0,MP-MMLc1-09-F0,4/9/16,NA,NA,140,42.828173,12.37152,4,4,7,3,0,4,4,hairy,yes,0
W0052,no,2,903,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-16,F0,MP-MMLc1-16-F0,4/9/16,8/12/16,125,125,42.828173,12.37152,4,4,7,3,0,4,4,hairy,yes,1
W0210,no,10,890,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-03,F0,MP-MMLc1-03-F0,4/9/16,NA,NA,140,42.828173,12.37152,4,4,7,3,0,4,4,Hairy,yes,0
W0268,no,11,894,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-07,F0,MP-MMLc1-07-F0,4/9/16,8/1/16,114,114,42.828173,12.37152,4,4,7,3,0,4,4,hairy,yes,1
W0293,no,12,898,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-11,F0,MP-MMLc1-11-F0,4/9/16,NA,NA,140,42.828173,12.37152,4,4,7,3,0,3,3,hairy,yes,0
W0331,no,14,897,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-10,F0,MP-MMLc1-10-F0,4/9/16,NA,NA,140,42.828173,12.37152,4,4,7,3,0,4,4,hairy,yes,0
W0404,no,15,891,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-04,F0,MP-MMLc1-04-F0,4/9/16,6/24/16,76,76,42.828173,12.37152,4,4,7,3,0,3,3,hairy,yes,1
W0440,no,17,892,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-05,F0,MP-MMLc1-05-F0,4/9/16,NA,NA,140,42.828173,12.37152,4,4,7,3,0,4,4,hairy,yes,0
W0491,no,19,904,Field,Mpol,Native,MML,"Montemolina, Italy",c1,,MMLc1-17,F0,MP-MMLc1-17-F0,4/9/16,8/15/16,128,128,42.828173,12.37152,4,4,7,3,0,4,4,hairy,yes,1
